x,y,z,gx,gy,gz,motor0,motor1,motor2,motor3
0.0681503,0.0954046,4.8659,0,0,5,0,0,0,0
0.0681503,0.0954046,4.8659,0,0,5,0,0,0,0
0.0688944,0.0990478,4.86643,0,0,5,0,0,0,0
0.0688944,0.0990478,4.86643,0,0,5,0,0,0,0
0.0688944,0.0990478,4.86643,0,0,5,0,0,0,0
0.0700041,0.103951,4.86696,0,0,5,0,0,0,0
0.0700041,0.103951,4.86696,0,0,5,0,0,0,0
0.0710624,0.108295,4.86722,0,0,5,0,0,0,0
0.0710624,0.108295,4.86722,0,0,5,0,0,0,0
0.0710624,0.108295,4.86722,0,0,5,0,0,0,0
0.0717633,0.110779,4.86725,0,0,5,0,0,0,0
0.0724129,0.113055,4.86717,0,0,5,0,0,0,0
0.0724129,0.113055,4.86717,0,0,5,0,0,0,0
0.073369,0.115892,4.86686,0,0,5,0,0,0,0
0.073369,0.115892,4.86686,0,0,5,0,0,0,0
0.0739587,0.117463,4.86653,0,0,5,0,0,0,0
0.0739587,0.117463,4.86653,0,0,5,0,0,0,0
0.074749,0.119351,4.86591,0,0,5,0,0,0,0
0.074749,0.119351,4.86591,0,0,5,0,0,0,0
0.0752189,0.120254,4.86543,0,0,5,0,0,0,0
0.0758304,0.121208,4.86462,0,0,5,0,0,0,0
0.0758304,0.121208,4.86462,0,0,5,0,0,0,0
0.0758304,0.121208,4.86462,0,0,5,0,0,0,0
0.0761752,0.121555,4.86404,0,0,5,0,0,0,0
0.0761752,0.121555,4.86404,0,0,5,0,0,0,0
0.0761752,0.121555,4.86404,0,0,5,0,0,0,0
0.0765714,0.121667,4.86313,0,0,5,0,0,0,0
0.0765714,0.121667,4.86313,0,0,5,0,0,0,0
0.0768445,0.12131,4.8622,0,0,5,0,0,0,0
0.0768445,0.12131,4.8622,0,0,5,0,0,0,0
0.0768445,0.12131,4.8622,0,0,5,0,0,0,0
0.0769512,0.120812,4.86157,0,0,5,0,0,0,0
0.0769512,0.120812,4.86157,0,0,5,0,0,0,0
0.0769512,0.120812,4.86157,0,0,5,0,0,0,0
0.0769717,0.11968,4.86067,0,0,5,0,0,0,0
0.0769079,0.118708,4.86009,0,0,5,0,0,0,0
0.0769079,0.118708,4.86009,0,0,5,0,0,0,0
0.0769079,0.118708,4.86009,0,0,5,0,0,0,0
0.0767751,0.117555,4.85953,0,0,5,0,0,0,0
