x,y,z,gx,gy,gz
-0.0284903,0.258352,0.0510359,0.371209,0.719325,4.12374
-0.0334499,0.25282,0.0501898,0.373035,0.722631,4.12434
-0.0383909,0.247301,0.0493353,0.37486,0.725932,4.12495
-0.0433184,0.241801,0.0484737,0.376685,0.729229,4.12556
-0.0482368,0.236324,0.0476054,0.378509,0.732521,4.12617
-0.0531502,0.230874,0.046731,0.380333,0.735808,4.12678
-0.0580623,0.225455,0.0458508,0.382156,0.739091,4.12739
-0.0629762,0.220071,0.0449657,0.383979,0.742369,4.12799
-0.0678945,0.214723,0.0440763,0.3858,0.745643,4.1286
-0.0728193,0.209415,0.0431834,0.387622,0.748911,4.12921
-0.0777521,0.204146,0.0422878,0.389442,0.752176,4.12981
-0.082694,0.198919,0.0413901,0.391262,0.755435,4.13042
-0.0876452,0.193733,0.0404905,0.393082,0.758689,4.13103
-0.0926056,0.18859,0.0395896,0.3949,0.761939,4.13163
-0.0975745,0.183487,0.0386882,0.396719,0.765184,4.13224
-0.102551,0.178426,0.0377864,0.398536,0.768424,4.13285
-0.107532,0.173404,0.0368848,0.400353,0.771659,4.13345
-0.112517,0.16842,0.0359839,0.402169,0.77489,4.13406
-0.117502,0.163473,0.035084,0.403985,0.778115,4.13466
-0.122484,0.158561,0.0341851,0.4058,0.781336,4.13527
-0.12746,0.153683,0.0332871,0.407614,0.784551,4.13587
-0.132426,0.148835,0.0323898,0.409428,0.787762,4.13648
-0.137377,0.144017,0.0314933,0.411241,0.790968,4.13708
-0.14231,0.139225,0.030598,0.413053,0.794168,4.13768
-0.14722,0.134459,0.029704,0.414865,0.797364,4.13829
-0.152101,0.129717,0.0288116,0.416676,0.800555,4.13889
-0.15695,0.124996,0.0279219,0.418487,0.80374,4.1395
-0.161762,0.120295,0.0270356,0.420296,0.806921,4.1401
-0.166531,0.115613,0.0261525,0.422106,0.810096,4.1407
-0.171253,0.110949,0.0252728,0.423914,0.813266,4.1413
-0.175923,0.106302,0.0243973,0.425722,0.816432,4.14191
-0.180537,0.101672,0.0235262,0.427529,0.819592,4.14251
-0.18509,0.0970574,0.0226598,0.429335,0.822746,4.14311
-0.189579,0.09246,0.0217982,0.431141,0.825896,4.14371
-0.194,0.0878797,0.0209422,0.432946,0.82904,4.14432
-0.198349,0.0833175,0.0200925,0.434751,0.83218,4.14492
-0.202623,0.0787746,0.0192499,0.436554,0.835313,4.14552
-0.206821,0.0742524,0.0184151,0.438357,0.838442,4.14612
-0.210939,0.0697528,0.0175883,0.44016,0.841565,4.14672
-0.214975,0.0652781,0.0167697,0.441961,0.844683,4.14732
-0.218929,0.0608306,0.0159593,0.443762,0.847796,4.14792
-0.222799,0.0564131,0.0151577,0.445562,0.850903,4.14852
-0.226585,0.0520285,0.0143651,0.447362,0.854005,4.14912
-0.230287,0.0476801,0.0135817,0.449161,0.857102,4.14972
-0.233905,0.0433712,0.0128071,0.450959,0.860193,4.15032
-0.23744,0.0391056,0.0120413,0.452756,0.863279,4.15092
-0.240892,0.0348868,0.0112844,0.454553,0.866359,4.15152
-0.244265,0.0307187,0.0105361,0.456349,0.869434,4.15212
-0.247559,0.0266052,0.00979602,0.458144,0.872503,4.15271
-0.250776,0.0225503,0.00906373,0.459939,0.875567,4.15331
-0.253921,0.018558,0.00833884,0.461732,0.878625,4.15391
-0.256995,0.014632,0.00762123,0.463525,0.881678,4.15451
-0.260002,0.0107762,0.00691089,0.465318,0.884725,4.15511
-0.262945,0.00699413,0.00620801,0.467109,0.887767,4.1557
-0.265829,0.00328926,0.00551259,0.4689,0.890802,4.1563
-0.268656,-0.000335145,0.00482467,0.47069,0.893833,4.1569
-0.271432,-0.00387604,0.0041443,0.47248,0.896857,4.15749
-0.274161,-0.00733064,0.0034715,0.474268,0.899876,4.15809
-0.276846,-0.0106964,0.00280594,0.476056,0.90289,4.15869
-0.279492,-0.013971,0.00214753,0.477843,0.905897,4.15928
-0.282103,-0.0171526,0.00149668,0.47963,0.908899,4.15988
-0.284683,-0.0202398,0.000853422,0.481415,0.911895,4.16047
-0.287236,-0.023231,0.000217482,0.4832,0.914886,4.16107
-0.289765,-0.0261254,-0.000411608,0.484984,0.91787,4.16166
-0.292275,-0.0289223,-0.00103383,0.486768,0.920849,4.16226
-0.294769,-0.0316216,-0.00164914,0.48855,0.923822,4.16285
-0.297249,-0.0342233,-0.00225776,0.490332,0.926789,4.16344
-0.299718,-0.0367277,-0.00286017,0.492113,0.929751,4.16404
-0.302179,-0.0391355,-0.00345665,0.493893,0.932706,4.16463
-0.304633,-0.041448,-0.0040469,0.495673,0.935656,4.16522
-0.307083,-0.0436664,-0.00463126,0.497451,0.938599,4.16582
-0.30953,-0.0457923,-0.00521042,0.499229,0.941537,4.16641
-0.311974,-0.0478274,-0.00578497,0.501006,0.944469,4.167
-0.314417,-0.0497739,-0.00635535,0.502783,0.947395,4.16759
-0.316858,-0.051634,-0.00692197,0.504558,0.950314,4.16819
-0.319297,-0.0534102,-0.00748485,0.506333,0.953228,4.16878
-0.321734,-0.0551051,-0.00804384,0.508107,0.956136,4.16937
-0.324168,-0.0567214,-0.00859901,0.50988,0.959038,4.16996
-0.326598,-0.0582618,-0.00915064,0.511652,0.961933,4.17055
-0.329021,-0.0597291,-0.00969903,0.513424,0.964823,4.17114
-0.331437,-0.0611261,-0.0102446,0.515195,0.967707,4.17173
-0.333843,-0.0624555,-0.0107876,0.516964,0.970584,4.17232
-0.336236,-0.06372,-0.0113283,0.518733,0.973455,4.17291
-0.338615,-0.0649223,-0.0118674,0.520502,0.97632,4.1735
-0.340975,-0.0660647,-0.0124052,0.522269,0.979179,4.17409
-0.343315,-0.0671499,-0.0129414,0.524036,0.982032,4.17468
-0.34563,-0.06818,-0.0134758,0.525801,0.984879,4.17527
-0.347919,-0.0691573,-0.014008,0.527566,0.987719,4.17586
-0.350177,-0.0700835,-0.0145383,0.529331,0.990553,4.17644
-0.352401,-0.0709605,-0.0150663,0.531094,0.993381,4.17703
-0.354589,-0.0717898,-0.0155915,0.532856,0.996203,4.17762
-0.356737,-0.0725727,-0.0161137,0.534618,0.999018,4.17821
-0.358841,-0.0733104,-0.0166327,0.536379,1.00183,4.17879
-0.3609,-0.0740035,-0.0171485,0.538138,1.00463,4.17938
-0.362909,-0.074653,-0.0176607,0.539898,1.00743,4.17997
-0.364867,-0.0752591,-0.0181691,0.541656,1.01022,4.18055
-0.366771,-0.075822,-0.0186734,0.543413,1.013,4.18114
-0.368618,-0.0763419,-0.0191737,0.54517,1.01578,4.18172
-0.370407,-0.0768185,-0.0196694,0.546925,1.01855,4.18231
-0.372136,-0.0772514,-0.0201603,0.54868,1.02131,4.18289
-0.373803,-0.0776401,-0.0206461,0.550434,1.02407,4.18348
-0.375408,-0.0779839,-0.0211268,0.552187,1.02682,4.18406
-0.376948,-0.0782821,-0.0216025,0.553939,1.02957,4.18465
-0.378425,-0.0785337,-0.0220728,0.55569,1.0323,4.18523
-0.379838,-0.0787377,-0.0225372,0.557441,1.03504,4.18581
-0.381186,-0.0788931,-0.0229959,0.55919,1.03776,4.1864
-0.38247,-0.0789987,-0.0234495,0.560939,1.04048,4.18698
-0.383692,-0.0790534,-0.0238982,0.562687,1.04319,4.18756
-0.384851,-0.0790562,-0.0243419,0.564433,1.0459,4.18814
-0.385949,-0.0790058,-0.0247806,0.566179,1.0486,4.18873
-0.386988,-0.0789015,-0.0252141,0.567924,1.05129,4.18931
-0.387971,-0.0787421,-0.0256424,0.569669,1.05397,4.18989
-0.388898,-0.078527,-0.0260652,0.571412,1.05665,4.19047
-0.389772,-0.0782555,-0.0264827,0.573154,1.05933,4.19105
-0.390596,-0.0779269,-0.026895,0.574896,1.06199,4.19163
