x,y,z,gx,gy,gz,motor0,motor1,motor2,motor3
0.297025,0.871223,2.37244,0.10171,0.202951,2.5339,0,0,0,0
0.294229,0.879515,2.35906,0.10359,0.206685,2.53453,0,0,0,0
0.294229,0.879515,2.35906,0.10547,0.210419,2.53516,0,0,0,0
0.289578,0.890679,2.33858,0.107351,0.214151,2.53578,0,0,0,0
0.289578,0.890679,2.33858,0.109231,0.217881,2.53641,0,0,0,0
0.286171,0.896809,2.32525,0.111111,0.221611,2.53704,0,0,0,0
0.286171,0.896809,2.32525,0.11299,0.225338,2.53766,0,0,0,0
0.286171,0.896809,2.32525,0.11487,0.229065,2.53829,0,0,0,0
0.28061,0.903942,2.3059,0.116749,0.23279,2.53892,0,0,0,0
0.28061,0.903942,2.3059,0.118628,0.236513,2.53954,0,0,0,0
0.28061,0.903942,2.3059,0.120507,0.240235,2.54017,0,0,0,0
0.276593,0.907268,2.29397,0.122386,0.243956,2.5408,0,0,0,0
0.270141,0.910005,2.27699,0.124264,0.247675,2.54142,0,0,0,0
0.270141,0.910005,2.27699,0.126143,0.251392,2.54205,0,0,0,0
0.265557,0.910462,2.26616,0.128021,0.255108,2.54267,0,0,0,0
0.265557,0.910462,2.26616,0.129899,0.258822,2.5433,0,0,0,0
0.265557,0.910462,2.26616,0.131777,0.262535,2.54393,0,0,0,0
0.258292,0.909073,2.25061,0.133654,0.266245,2.54455,0,0,0,0
0.258292,0.909073,2.25061,0.135532,0.269955,2.54518,0,0,0,0
0.258292,0.909073,2.25061,0.137409,0.273662,2.5458,0,0,0,0
0.250559,0.904732,2.23658,0.139286,0.277368,2.54643,0,0,0,0
0.250559,0.904732,2.23658,0.141162,0.281072,2.54705,0,0,0,0
0.24511,0.900378,2.22817,0.143039,0.284774,2.54768,0,0,0,0
0.24511,0.900378,2.22817,0.144915,0.288475,2.54831,0,0,0,0
0.24511,0.900378,2.22817,0.146791,0.292173,2.54893,0,0,0,0
0.236581,0.891514,2.21668,0.148667,0.29587,2.54956,0,0,0,0
0.236581,0.891514,2.21668,0.150543,0.299565,2.55018,0,0,0,0
0.230647,0.8841,2.20988,0.152418,0.303258,2.55081,0,0,0,0
0.230647,0.8841,2.20988,0.154293,0.306949,2.55143,0,0,0,0
0.230647,0.8841,2.20988,0.156168,0.310638,2.55206,0,0,0,0
0.221405,0.870829,2.20079,0.158042,0.314325,2.55268,0,0,0,0
0.221405,0.870829,2.20079,0.159917,0.318011,2.55331,0,0,0,0
0.21504,0.860475,2.1954,0.161791,0.321694,2.55393,0,0,0,0
0.21504,0.860475,2.1954,0.163665,0.325375,2.55455,0,0,0,0
0.208497,0.84909,2.19081,0.165538,0.329054,2.55518,0,0,0,0
0.208497,0.84909,2.19081,0.167412,0.332731,2.5558,0,0,0,0
0.208497,0.84909,2.19081,0.169285,0.336406,2.55643,0,0,0,0
0.198409,0.829803,2.18487,0.171157,0.340079,2.55705,0,0,0,0
0.198409,0.829803,2.18487,0.17303,0.34375,2.55768,0,0,0,0
0.187997,0.807991,2.1801,0.174902,0.347418,2.5583,0,0,0,0
0.187997,0.807991,2.1801,0.176774,0.351084,2.55892,0,0,0,0
0.187997,0.807991,2.1801,0.178646,0.354748,2.55955,0,0,0,0
0.180888,0.792115,2.17783,0.180517,0.35841,2.56017,0,0,0,0
0.180888,0.792115,2.17783,0.182388,0.36207,2.5608,0,0,0,0
0.180888,0.792115,2.17783,0.184259,0.365727,2.56142,0,0,0,0
0.173663,0.77504,2.176,0.18613,0.369382,2.56204,0,0,0,0
0.173663,0.77504,2.176,0.188,0.373035,2.56267,0,0,0,0
0.162615,0.747558,2.17456,0.18987,0.376685,2.56329,0,0,0,0
0.162615,0.747558,2.17456,0.191739,0.380333,2.56391,0,0,0,0
0.162615,0.747558,2.17456,0.193609,0.383979,2.56454,0,0,0,0
0.15131,0.717768,2.17426,0.195478,0.387622,2.56516,0,0,0,0
0.15131,0.717768,2.17426,0.197347,0.391262,2.56578,0,0,0,0
0.143644,0.69659,2.1746,0.199215,0.3949,2.56641,0,0,0,0
0.143644,0.69659,2.1746,0.201083,0.398536,2.56703,0,0,0,0
0.131984,0.663065,2.17604,0.202951,0.402169,2.56765,0,0,0,0
0.131984,0.663065,2.17604,0.204818,0.4058,2.56827,0,0,0,0
0.131984,0.663065,2.17604,0.206685,0.409428,2.5689,0,0,0,0
0.124111,0.639471,2.17747,0.208552,0.413053,2.56952,0,0,0,0
0.124111,0.639471,2.17747,0.210419,0.416676,2.57014,0,0,0,0
0.116164,0.615102,2.17953,0.212285,0.420296,2.57076,0,0,0,0
0.116164,0.615102,2.17953,0.214151,0.423914,2.57138,0,0,0,0
0.116164,0.615102,2.17953,0.216016,0.427529,2.57201,0,0,0,0
0.104123,0.576778,2.1832,0.217881,0.431141,2.57263,0,0,0,0
0.104123,0.576778,2.1832,0.219746,0.434751,2.57325,0,0,0,0
0.0960274,0.550165,2.18615,0.221611,0.438357,2.57387,0,0,0,0
0.0960274,0.550165,2.18615,0.223475,0.441961,2.57449,0,0,0,0
0.0837759,0.508747,2.1913,0.225338,0.445562,2.57511,0,0,0,0
0.0837759,0.508747,2.1913,0.227202,0.449161,2.57573,0,0,0,0
0.0837759,0.508747,2.1913,0.229065,0.452756,2.57635,0,0,0,0
0.0755389,0.480042,2.19508,0.230927,0.456349,2.57698,0,0,0,0
0.0755389,0.480042,2.19508,0.23279,0.459939,2.5776,0,0,0,0
0.0631265,0.435752,2.20162,0.234652,0.463526,2.57822,0,0,0,0
0.0631265,0.435752,2.20162,0.236513,0.467109,2.57884,0,0,0,0
0.0506681,0.389746,2.20888,0.238374,0.47069,2.57946,0,0,0,0
0.0506681,0.389746,2.20888,0.240235,0.474268,2.58008,0,0,0,0
0.0423286,0.358059,2.21405,0.242096,0.477843,2.5807,0,0,0,0
0.0423286,0.358059,2.21405,0.243956,0.481415,2.58132,0,0,0,0
0.0423286,0.358059,2.21405,0.245815,0.484984,2.58194,0,0,0,0
0.034007,0.325897,2.21968,0.247675,0.48855,2.58256,0,0,0,0
0.034007,0.325897,2.21968,0.249534,0.492113,2.58318,0,0,0,0
0.034007,0.325897,2.21968,0.251392,0.495673,2.5838,0,0,0,0
0.0215019,0.276335,2.22832,0.25325,0.499229,2.58442,0,0,0,0
0.0131711,0.242575,2.23435,0.255108,0.502783,2.58504,0,0,0,0
0.0131711,0.242575,2.23435,0.256965,0.506333,2.58565,0,0,0,0
0.0131711,0.242575,2.23435,0.258822,0.50988,2.58627,0,0,0,0
0.000674639,0.190719,2.24358,0.260678,0.513424,2.58689,0,0,0,0
0.000674639,0.190719,2.24358,0.262535,0.516964,2.58751,0,0,0,0
-0.0117622,0.137728,2.25286,0.26439,0.520502,2.58813,0,0,0,0
-0.0117622,0.137728,2.25286,0.266245,0.524036,2.58875,0,0,0,0
-0.0117622,0.137728,2.25286,0.2681,0.527566,2.58937,0,0,0,0
-0.0199939,0.102019,2.25927,0.269955,0.531094,2.58998,0,0,0,0
-0.0199939,0.102019,2.25927,0.271809,0.534618,2.5906,0,0,0,0
-0.0282335,0.0656294,2.26545,0.273662,0.538138,2.59122,0,0,0,0
-0.0282335,0.0656294,2.26545,0.275515,0.541656,2.59184,0,0,0,0
-0.0405013,0.0105792,2.27489,0.277368,0.54517,2.59246,0,0,0,0
-0.0405013,0.0105792,2.27489,0.27922,0.54868,2.59307,0,0,0,0
-0.0405013,0.0105792,2.27489,0.281072,0.552187,2.59369,0,0,0,0
-0.0486427,-0.026627,2.28107,0.282923,0.55569,2.59431,0,0,0,0
-0.0486427,-0.026627,2.28107,0.284774,0.55919,2.59492,0,0,0,0
-0.0607906,-0.0831351,2.29006,0.286625,0.562687,2.59554,0,0,0,0
-0.0607906,-0.0831351,2.29006,0.288475,0.566179,2.59616,0,0,0,0
-0.0607906,-0.0831351,2.29006,0.290324,0.569669,2.59677,0,0,0,0
-0.0687968,-0.120932,2.296,0.292173,0.573154,2.59739,0,0,0,0
-0.0687968,-0.120932,2.296,0.294022,0.576636,2.59801,0,0,0,0
-0.0807381,-0.178378,2.30447,0.29587,0.580115,2.59862,0,0,0,0
-0.0807381,-0.178378,2.30447,0.297718,0.583589,2.59924,0,0,0,0
-0.0807381,-0.178378,2.30447,0.299565,0.58706,2.59985,0,0,0,0
-0.0886225,-0.216942,2.30985,0.301412,0.590528,2.60047,0,0,0,0
-0.0886225,-0.216942,2.30985,0.303258,0.593991,2.60109,0,0,0,0
-0.100287,-0.275118,2.31757,0.305104,0.597451,2.6017,0,0,0,0
-0.100287,-0.275118,2.31757,0.306949,0.600907,2.60232,0,0,0,0
-0.108001,-0.314327,2.32243,0.308794,0.60436,2.60293,0,0,0,0
-0.119291,-0.37309,2.32955,0.310638,0.607808,2.60355,0,0,0,0
-0.119291,-0.37309,2.32955,0.312482,0.611253,2.60416,0,0,0,0
-0.13045,-0.432567,2.33612,0.314325,0.614694,2.60478,0,0,0,0
-0.13045,-0.432567,2.33612,0.316168,0.61813,2.60539,0,0,0,0
-0.13045,-0.432567,2.33612,0.318011,0.621563,2.606,0,0,0,0
-0.137762,-0.472309,2.34024,0.319853,0.624992,2.60662,0,0,0,0
-0.144972,-0.512108,2.34414,0.321694,0.628418,2.60723,0,0,0,0
-0.144972,-0.512108,2.34414,0.323535,0.631839,2.60784,0,0,0,0
-0.144972,-0.512108,2.34414,0.325375,0.635256,2.60846,0,0,0,0
-0.15562,-0.572041,2.34954,0.327215,0.638669,2.60907,0,0,0,0
-0.15562,-0.572041,2.34954,0.329054,0.642078,2.60968,0,0,0,0
-0.15562,-0.572041,2.34954,0.330893,0.645483,2.6103,0,0,0,0
-0.162507,-0.611731,2.35292,0.332731,0.648884,2.61091,0,0,0,0
-0.162507,-0.611731,2.35292,0.334569,0.652281,2.61152,0,0,0,0
-0.17269,-0.671601,2.35748,0.336406,0.655674,2.61214,0,0,0,0
-0.17269,-0.671601,2.35748,0.338243,0.659062,2.61275,0,0,0,0
-0.17269,-0.671601,2.35748,0.340079,0.662447,2.61336,0,0,0,0
-0.179326,-0.711461,2.36021,0.341915,0.665827,2.61397,0,0,0,0
-0.179326,-0.711461,2.36021,0.34375,0.669203,2.61458,0,0,0,0
-0.189082,-0.77112,2.36378,0.345584,0.672575,2.61519,0,0,0,0
-0.189082,-0.77112,2.36378,0.347418,0.675942,2.61581,0,0,0,0
-0.189082,-0.77112,2.36378,0.349252,0.679306,2.61642,0,0,0,0
-0.195489,-0.811048,2.36581,0.351084,0.682665,2.61703,0,0,0,0
-0.195489,-0.811048,2.36581,0.352917,0.686019,2.61764,0,0,0,0
-0.204868,-0.870334,2.36841,0.354748,0.68937,2.61825,0,0,0,0
-0.213993,-0.929486,2.37045,0.35658,0.692716,2.61886,0,0,0,0
-0.213993,-0.929486,2.37045,0.35841,0.696057,2.61947,0,0,0,0
-0.21996,-0.968998,2.37147,0.36024,0.699395,2.62008,0,0,0,0
-0.21996,-0.968998,2.37147,0.36207,0.702728,2.62069,0,0,0,0
-0.228627,-1.02749,2.37261,0.363899,0.706056,2.6213,0,0,0,0
-0.228627,-1.02749,2.37261,0.365727,0.70938,2.62191,0,0,0,0
-0.228627,-1.02749,2.37261,0.367555,0.712699,2.62252,0,0,0,0
-0.234325,-1.06678,2.37302,0.369382,0.716014,2.62313,0,0,0,0
-0.234325,-1.06678,2.37302,0.371209,0.719325,2.62374,0,0,0,0
-0.242518,-1.12479,2.37331,0.373035,0.722631,2.62434,0,0,0,0
-0.242518,-1.12479,2.37331,0.37486,0.725932,2.62495,0,0,0,0
-0.242518,-1.12479,2.37331,0.376685,0.729229,2.62556,0,0,0,0
-0.24781,-1.16326,2.37326,0.378509,0.732521,2.62617,0,0,0,0
-0.24781,-1.16326,2.37326,0.380333,0.735808,2.62678,0,0,0,0
-0.25549,-1.22066,2.37281,0.382156,0.739091,2.62739,0,0,0,0
-0.25549,-1.22066,2.37281,0.383979,0.742369,2.62799,0,0,0,0
-0.260352,-1.25826,2.37235,0.3858,0.745643,2.6286,0,0,0,0
-0.260352,-1.25826,2.37235,0.387622,0.748911,2.62921,0,0,0,0
-0.260352,-1.25826,2.37235,0.389442,0.752175,2.62981,0,0,0,0
-0.267414,-1.31448,2.37134,0.391262,0.755435,2.63042,0,0,0,0
-0.267414,-1.31448,2.37134,0.393082,0.758689,2.63103,0,0,0,0
-0.27191,-1.35154,2.37053,0.3949,0.761939,2.63163,0,0,0,0
-0.27191,-1.35154,2.37053,0.396719,0.765184,2.63224,0,0,0,0
-0.27191,-1.35154,2.37053,0.398536,0.768424,2.63285,0,0,0,0
-0.278336,-1.4064,2.36916,0.400353,0.771659,2.63345,0,0,0,0
-0.278336,-1.4064,2.36916,0.402169,0.77489,2.63406,0,0,0,0
-0.282457,-1.44276,2.36813,0.403985,0.778115,2.63466,0,0,0,0
-0.282457,-1.44276,2.36813,0.4058,0.781336,2.63527,0,0,0,0
-0.288272,-1.49599,2.36662,0.407614,0.784551,2.63587,0,0,0,0
-0.288272,-1.49599,2.36662,0.409428,0.787762,2.63648,0,0,0,0
-0.291948,-1.53105,2.36565,0.411241,0.790968,2.63708,0,0,0,0
-0.29716,-1.58294,2.36417,0.413053,0.794168,2.63768,0,0,0,0
-0.29716,-1.58294,2.36417,0.414865,0.797364,2.63829,0,0,0,0
-0.300372,-1.61657,2.36325,0.416676,0.800555,2.63889,0,0,0,0
-0.303478,-1.65017,2.36222,0.418487,0.80374,2.6395,0,0,0,0
-0.303478,-1.65017,2.36222,0.420296,0.806921,2.6401,0,0,0,0
-0.303478,-1.65017,2.36222,0.422106,0.810096,2.6407,0,0,0,0
-0.307795,-1.69948,2.36072,0.423914,0.813266,2.6413,0,0,0,0
-0.307795,-1.69948,2.36072,0.425722,0.816432,2.64191,0,0,0,0
-0.310487,-1.73194,2.35971,0.427529,0.819592,2.64251,0,0,0,0
-0.314138,-1.77899,2.35831,0.429335,0.822746,2.64311,0,0,0,0
-0.314138,-1.77899,2.35831,0.431141,0.825896,2.64371,0,0,0,0
-0.316368,-1.80972,2.35736,0.432946,0.82904,2.64432,0,0,0,0
-0.316368,-1.80972,2.35736,0.434751,0.832179,2.64492,0,0,0,0
-0.319397,-1.85482,2.35595,0.436554,0.835313,2.64552,0,0,0,0
-0.319397,-1.85482,2.35595,0.438357,0.838442,2.64612,0,0,0,0
-0.319397,-1.85482,2.35595,0.44016,0.841565,2.64672,0,0,0,0
-0.32201,-1.89807,2.35461,0.441961,0.844683,2.64732,0,0,0,0
-0.32201,-1.89807,2.35461,0.443762,0.847796,2.64792,0,0,0,0
-0.323535,-1.92617,2.35368,0.445562,0.850903,2.64852,0,0,0,0
-0.323535,-1.92617,2.35368,0.447362,0.854005,2.64912,0,0,0,0
-0.324874,-1.95358,2.35274,0.449161,0.857102,2.64972,0,0,0,0
-0.324874,-1.95358,2.35274,0.450959,0.860193,2.65032,0,0,0,0
-0.324874,-1.95358,2.35274,0.452756,0.863279,2.65092,0,0,0,0
-0.326513,-1.99329,2.35129,0.454553,0.866359,2.65152,0,0,0,0
-0.326513,-1.99329,2.35129,0.456349,0.869434,2.65212,0,0,0,0
-0.3274,-2.01915,2.35026,0.458144,0.872503,2.65271,0,0,0,0
-0.3274,-2.01915,2.35026,0.459939,0.875567,2.65331,0,0,0,0
-0.3274,-2.01915,2.35026,0.461732,0.878625,2.65391,0,0,0,0
-0.328342,-2.05597,2.34875,0.463526,0.881678,2.65451,0,0,0,0
-0.328342,-2.05597,2.34875,0.465318,0.884725,2.65511,0,0,0,0
-0.328757,-2.07967,2.34776,0.467109,0.887767,2.6557,0,0,0,0
-0.328757,-2.07967,2.34776,0.4689,0.890803,2.6563,0,0,0,0
-0.329053,-2.11392,2.34625,0.47069,0.893833,2.6569,0,0,0,0
-0.329053,-2.11392,2.34625,0.47248,0.896858,2.65749,0,0,0,0
-0.329053,-2.11392,2.34625,0.474268,0.899877,2.65809,0,0,0,0
-0.329037,-2.13582,2.34528,0.476056,0.90289,2.65869,0,0,0,0
-0.329037,-2.13582,2.34528,0.477843,0.905897,2.65928,0,0,0,0
-0.328686,-2.16726,2.34388,0.47963,0.908899,2.65988,0,0,0,0
-0.328686,-2.16726,2.34388,0.481415,0.911895,2.66047,0,0,0,0
-0.328686,-2.16726,2.34388,0.4832,0.914886,2.66107,0,0,0,0
-0.327872,-2.19632,2.34266,0.484984,0.91787,2.66166,0,0,0,0
-0.327872,-2.19632,2.34266,0.486768,0.920849,2.66226,0,0,0,0
-0.327085,-2.21468,2.34187,0.48855,0.923822,2.66285,0,0,0,0
-0.327085,-2.21468,2.34187,0.490332,0.926789,2.66344,0,0,0,0
-0.327085,-2.21468,2.34187,0.492113,0.929751,2.66404,0,0,0,0
-0.326093,-2.23214,2.34113,0.493893,0.932706,2.66463,0,0,0,0
-0.326093,-2.23214,2.34113,0.495673,0.935656,2.66522,0,0,0,0
-0.326093,-2.23214,2.34113,0.497451,0.938599,2.66582,0,0,0,0
-0.32421,-2.25649,2.34014,0.499229,0.941537,2.66641,0,0,0,0
-0.322723,-2.27184,2.33951,0.501006,0.944469,2.667,0,0,0,0
-0.322723,-2.27184,2.33951,0.502783,0.947395,2.66759,0,0,0,0
-0.322723,-2.27184,2.33951,0.504558,0.950314,2.66819,0,0,0,0
-0.320027,-2.29247,2.33877,0.506333,0.953228,2.66878,0,0,0,0
-0.320027,-2.29247,2.33877,0.508107,0.956136,2.66937,0,0,0,0
-0.317969,-2.30511,2.33837,0.50988,0.959038,2.66996,0,0,0,0
-0.317969,-2.30511,2.33837,0.511652,0.961933,2.67055,0,0,0,0
-0.317969,-2.30511,2.33837,0.513424,0.964823,2.67114,0,0,0,0
-0.314491,-2.32239,2.33787,0.515195,0.967707,2.67173,0,0,0,0
-0.314491,-2.32239,2.33787,0.516964,0.970584,2.67232,0,0,0,0
-0.314491,-2.32239,2.33787,0.518733,0.973455,2.67291,0,0,0,0
-0.31186,-2.33225,2.33771,0.520502,0.97632,2.6735,0,0,0,0
-0.31186,-2.33225,2.33771,0.522269,0.979179,2.67409,0,0,0,0
-0.307553,-2.34556,2.33752,0.524036,0.982032,2.67468,0,0,0,0
-0.307553,-2.34556,2.33752,0.525801,0.984879,2.67527,0,0,0,0
-0.307553,-2.34556,2.33752,0.527566,0.987719,2.67586,0,0,0,0
-0.304411,-2.35307,2.33747,0.52933,0.990553,2.67644,0,0,0,0
-0.304411,-2.35307,2.33747,0.531094,0.993381,2.67703,0,0,0,0
-0.299347,-2.36278,2.33743,0.532856,0.996203,2.67762,0,0,0,0
-0.299347,-2.36278,2.33743,0.534618,0.999018,2.67821,0,0,0,0
-0.299347,-2.36278,2.33743,0.536379,1.00183,2.67879,0,0,0,0
-0.293831,-2.37015,2.33748,0.538138,1.00463,2.67938,0,0,0,0
-0.293831,-2.37015,2.33748,0.539898,1.00743,2.67997,0,0,0,0
-0.289865,-2.37328,2.33764,0.541656,1.01022,2.68055,0,0,0,0
-0.289865,-2.37328,2.33764,0.543413,1.013,2.68114,0,0,0,0
-0.289865,-2.37328,2.33764,0.54517,1.01578,2.68172,0,0,0,0
-0.283549,-2.37633,2.33792,0.546925,1.01855,2.68231,0,0,0,0
-0.283549,-2.37633,2.33792,0.54868,1.02131,2.68289,0,0,0,0
-0.279063,-2.37693,2.33819,0.550434,1.02407,2.68348,0,0,0,0
-0.279063,-2.37693,2.33819,0.552187,1.02682,2.68406,0,0,0,0
-0.279063,-2.37693,2.33819,0.553939,1.02957,2.68465,0,0,0,0
-0.271937,-2.3756,2.33872,0.55569,1.0323,2.68523,0,0,0,0
-0.271937,-2.3756,2.33872,0.557441,1.03504,2.68581,0,0,0,0
-0.271937,-2.3756,2.33872,0.55919,1.03776,2.6864,0,0,0,0
-0.266949,-2.37359,2.33912,0.560939,1.04048,2.68698,0,0,0,0
-0.266949,-2.37359,2.33912,0.562687,1.04319,2.68756,0,0,0,0
-0.259004,-2.36776,2.33995,0.564433,1.0459,2.68814,0,0,0,0
-0.259004,-2.36776,2.33995,0.566179,1.0486,2.68873,0,0,0,0
-0.259004,-2.36776,2.33995,0.567924,1.05129,2.68931,0,0,0,0
-0.253456,-2.36252,2.34057,0.569669,1.05397,2.68989,0,0,0,0
-0.253456,-2.36252,2.34057,0.571412,1.05665,2.69047,0,0,0,0
-0.244755,-2.35262,2.34158,0.573154,1.05933,2.69105,0,0,0,0
-0.244755,-2.35262,2.34158,0.574896,1.06199,2.69163,0,0,0,0
-0.238713,-2.34412,2.34241,0.576636,1.06465,2.69221,0,0,0,0
-0.238713,-2.34412,2.34241,0.578376,1.0673,2.69279,0,0,0,0
-0.238713,-2.34412,2.34241,0.580115,1.06995,2.69337,0,0,0,0
-0.229319,-2.32959,2.34371,0.581853,1.07259,2.69395,0,0,0,0
-0.229319,-2.32959,2.34371,0.583589,1.07522,2.69453,0,0,0,0
-0.22283,-2.31835,2.34467,0.585325,1.07785,2.69511,0,0,0,0
-0.22283,-2.31835,2.34467,0.58706,1.08046,2.69569,0,0,0,0
-0.22283,-2.31835,2.34467,0.588795,1.08308,2.69626,0,0,0,0
-0.216172,-2.30644,2.34561,0.590528,1.08568,2.69684,0,0,0,0
-0.216172,-2.30644,2.34561,0.59226,1.08828,2.69742,0,0,0,0
-0.205828,-2.2857,2.34717,0.593991,1.09087,2.698,0,0,0,0
-0.205828,-2.2857,2.34717,0.595722,1.09345,2.69857,0,0,0,0
-0.205828,-2.2857,2.34717,0.597451,1.09603,2.69915,0,0,0,0
-0.195097,-2.26236,2.34875,0.59918,1.0986,2.69973,0,0,0,0
-0.195097,-2.26236,2.34875,0.600907,1.10116,2.7003,0,0,0,0
-0.187732,-2.2456,2.34981,0.602634,1.10372,2.70088,0,0,0,0
-0.187732,-2.2456,2.34981,0.60436,1.10627,2.70145,0,0,0,0
-0.187732,-2.2456,2.34981,0.606084,1.10881,2.70203,0,0,0,0
-0.176358,-2.21759,2.35156,0.607808,1.11135,2.7026,0,0,0,0
-0.176358,-2.21759,2.35156,0.609531,1.11388,2.70318,0,0,0,0
-0.176358,-2.21759,2.35156,0.611253,1.1164,2.70375,0,0,0,0
-0.168555,-2.19754,2.35276,0.612974,1.11891,2.70432,0,0,0,0
-0.168555,-2.19754,2.35276,0.614694,1.12142,2.7049,0,0,0,0
-0.160576,-2.17629,2.35401,0.616412,1.12392,2.70547,0,0,0,0
-0.160576,-2.17629,2.35401,0.61813,1.12641,2.70604,0,0,0,0
-0.160576,-2.17629,2.35401,0.619847,1.1289,2.70662,0,0,0,0
-0.148264,-2.1421,2.35599,0.621563,1.13138,2.70719,0,0,0,0
-0.139841,-2.11809,2.35732,0.623278,1.13385,2.70776,0,0,0,0
-0.139841,-2.11809,2.35732,0.624992,1.13631,2.70833,0,0,0,0
-0.139841,-2.11809,2.35732,0.626705,1.13877,2.7089,0,0,0,0
-0.126845,-2.07927,2.35953,0.628418,1.14122,2.70947,0,0,0,0
-0.117979,-2.05203,2.36105,0.630129,1.14366,2.71004,0,0,0,0
-0.117979,-2.05203,2.36105,0.631839,1.1461,2.71061,0,0,0,0
-0.117979,-2.05203,2.36105,0.633548,1.14853,2.71118,0,0,0,0
-0.104382,-2.00917,2.36332,0.635256,1.15095,2.71175,0,0,0,0
-0.104382,-2.00917,2.36332,0.636963,1.15336,2.71232,0,0,0,0
-0.104382,-2.00917,2.36332,0.638669,1.15577,2.71289,0,0,0,0
-0.0950953,-1.97882,2.36488,0.640374,1.15817,2.71346,0,0,0,0
